response,contact_ind,dummy_cus_key,loan_amount,channel
0,Y,A030535,,Email
0,N,A030536,,SMS
0,Y,A030537,,SMS
0,N,A030538,,Phone Call
0,Y,A030539,,Email
0,N,A030540,,Email
1,N,A030541,207280,SMS
0,N,A030542,,Phone Call
0,Y,A030543,,SMS
1,N,A030544,155595,Email
0,Y,A030545,,Email
0,N,A030546,,Phone Call
0,Y,A030547,,Email
0,Y,A030548,,Email
0,N,A030549,,Phone Call
0,N,A030550,,Phone Call
0,Y,A030551,,Phone Call
0,N,A030552,,Phone Call
0,Y,A030553,,Phone Call
0,N,A030554,,SMS
0,N,A030555,,Email
0,N,A030556,,SMS
0,N,A030557,,SMS
0,N,A030558,,Email
0,N,A030559,,Email
0,N,A030560,,Email
1,Y,A030561,155368,Phone Call
0,N,A030562,,Phone Call
0,Y,A030563,,Email
0,N,A030564,,Email
0,N,A030565,,SMS
0,Y,A030566,,SMS
0,N,A030567,,Phone Call
0,N,A030568,,Phone Call
0,N,A030569,,Email
0,N,A030570,,Phone Call
0,N,A030571,,Email
0,N,A030572,,SMS
0,Y,A030573,,SMS
0,Y,A030574,,Email
0,Y,A030575,,Email
0,Y,A030576,,Phone Call
0,Y,A030577,,SMS
0,N,A030578,,Phone Call
0,N,A030579,,Email
0,Y,A030580,,SMS
0,N,A030581,,SMS
0,N,A030582,,SMS
0,N,A030583,,SMS
0,N,A030584,,Phone Call
0,Y,A030585,,Phone Call
0,N,A030586,,Email
0,N,A030587,,Email
0,N,A030588,,SMS
0,N,A030589,,SMS
0,Y,A030590,,SMS
1,N,A030591,227335,Phone Call
0,N,A030592,,SMS
0,Y,A030593,,SMS
0,N,A030594,,Email
0,Y,A030595,,SMS
0,N,A030596,,SMS
0,N,A030597,,Email
0,N,A030598,,Phone Call
1,N,A030599,224508,SMS
0,Y,A030600,,Phone Call
0,N,A030601,,SMS
0,Y,A030602,,Email
0,N,A030603,,SMS
0,N,A030604,,Phone Call
0,N,A030605,,Email
0,N,A030606,,Phone Call
0,N,A030607,,SMS
0,N,A030608,,Email
0,N,A030609,,Phone Call
0,N,A030610,,Phone Call
0,Y,A030611,,Email
0,Y,A030612,,Phone Call
0,N,A030613,,Phone Call
0,Y,A030614,,Phone Call
0,Y,A030615,,Phone Call
0,Y,A030616,,Phone Call
0,Y,A030617,,Phone Call
0,N,A030618,,Phone Call
0,Y,A030619,,Email
0,Y,A030620,,Email
0,Y,A030621,,Phone Call
0,Y,A030622,,Email
0,Y,A030623,,SMS
0,N,A030624,,SMS
0,N,A030625,,SMS
0,Y,A030626,,Email
0,N,A030627,,Phone Call
0,N,A030628,,Email
0,N,A030629,,Email
0,N,A030630,,Phone Call
0,N,A030631,,SMS
0,N,A030632,,SMS
0,N,A030633,,SMS
0,N,A030634,,Email
0,Y,A030635,,SMS
0,N,A030636,,SMS
0,Y,A030637,,Phone Call
0,Y,A030638,,Email
0,N,A030639,,SMS
0,N,A030640,,Phone Call
0,N,A030641,,Phone Call
0,N,A030642,,SMS
0,N,A030643,,SMS
0,Y,A030644,,Email
0,N,A030645,,Email
0,N,A030646,,Email
0,Y,A030647,,Phone Call
0,N,A030648,,SMS
0,Y,A030649,,Email
0,Y,A030650,,Phone Call
0,Y,A030651,,Email
0,N,A030652,,Email
0,Y,A030653,,Phone Call
0,Y,A030654,,SMS
0,N,A030655,,Phone Call
0,N,A030656,,Email
0,N,A030657,,SMS
0,Y,A030658,,Phone Call
0,N,A030659,,Phone Call
0,N,A030660,,Phone Call
0,Y,A030661,,SMS
0,N,A030662,,SMS
0,N,A030663,,Phone Call
0,N,A030664,,Email
0,N,A030665,,Email
0,N,A030666,,Phone Call
1,Y,A030667,234968,Phone Call
0,Y,A030668,,Email
0,Y,A030669,,SMS
0,N,A030670,,Phone Call
0,N,A030671,,SMS
0,Y,A030672,,Email
0,N,A030673,,SMS
0,N,A030674,,Phone Call
0,Y,A030675,,SMS
0,N,A030676,,SMS
0,N,A030677,,SMS
0,N,A030678,,Phone Call
0,Y,A030679,,Email
0,N,A030680,,Phone Call
0,Y,A030681,,Phone Call
0,N,A030682,,Email
0,Y,A030683,,Phone Call
0,N,A030684,,Email
0,Y,A030685,,Email
0,Y,A030686,,Email
0,N,A030687,,SMS
0,N,A030688,,Phone Call
0,Y,A030689,,Phone Call
0,Y,A030690,,SMS
0,Y,A030691,,Phone Call
0,N,A030692,,Email
0,N,A030693,,SMS
0,Y,A030694,,SMS
0,N,A030695,,Email
0,N,A030696,,SMS
0,Y,A030697,,Phone Call
0,N,A030698,,Email
0,Y,A030699,,Email
0,Y,A030700,,Phone Call
0,N,A030701,,Phone Call
0,Y,A030702,,Email
0,N,A030703,,Email
0,N,A030704,,Email
0,Y,A030705,,Phone Call
0,N,A030706,,Email
0,N,A030707,,Email
0,N,A030708,,Email
0,N,A030709,,Email
0,Y,A030710,,Email
0,N,A030711,,SMS
0,N,A030712,,SMS
0,N,A030713,,Phone Call
0,N,A030714,,Email
0,Y,A030715,,Email
0,N,A030716,,Email
0,N,A030717,,Email
0,N,A030718,,Phone Call
0,N,A030719,,Email
0,Y,A030720,,Email
0,N,A030721,,SMS
0,N,A030722,,Email
0,N,A030723,,Phone Call
0,Y,A030724,,SMS
0,N,A030725,,Phone Call
0,Y,A030726,,Phone Call
0,N,A030727,,SMS
0,Y,A030728,,SMS
0,Y,A030729,,Phone Call
0,N,A030730,,Phone Call
0,N,A030731,,Email
0,N,A030732,,Email
0,Y,A030733,,Email
0,N,A030734,,Email
0,N,A030735,,Email
0,N,A030736,,Phone Call
0,N,A030737,,Phone Call
0,N,A030738,,Phone Call
0,Y,A030739,,Email
0,Y,A030740,,Phone Call
0,N,A030741,,Email
0,N,A030742,,Phone Call
0,N,A030743,,Email
1,Y,A030744,205423,Phone Call
0,N,A030745,,Phone Call
0,N,A030746,,Phone Call
0,N,A030747,,SMS
0,N,A030748,,Phone Call
0,Y,A030749,,Email
0,N,A030750,,Phone Call
0,Y,A030751,,Phone Call
0,N,A030752,,Email
0,N,A030753,,Phone Call
0,N,A030754,,Email
0,N,A030755,,Email
0,N,A030756,,Email
0,N,A030757,,Email
0,N,A030758,,Email
0,N,A030759,,Phone Call
0,N,A030760,,SMS
0,Y,A030761,,Email
0,N,A030762,,Email
0,N,A030763,,SMS
0,Y,A030764,,SMS
0,Y,A030765,,Email
0,Y,A030766,,SMS
0,N,A030767,,SMS
0,N,A030768,,Email
0,Y,A030769,,Email
0,N,A030770,,Email
0,N,A030771,,SMS
0,N,A030772,,Email
0,Y,A030773,,Email
0,N,A030774,,Phone Call
0,N,A030775,,SMS
0,N,A030776,,Email
0,N,A030777,,SMS
0,Y,A030778,,SMS
0,N,A030779,,SMS
0,N,A030780,,Email
0,Y,A030781,,SMS
0,N,A030782,,Phone Call
0,N,A030783,,Email
0,N,A030784,,Email
0,N,A030785,,Phone Call
0,N,A030786,,Email
0,Y,A030787,,Email
0,N,A030788,,Phone Call
0,N,A030789,,Phone Call
0,N,A030790,,Email
0,N,A030791,,SMS
0,Y,A030792,,SMS
0,N,A030793,,SMS
0,Y,A030794,,Email
0,N,A030795,,Phone Call
0,Y,A030796,,SMS
0,N,A030797,,SMS
0,Y,A030798,,Email
0,N,A030799,,Email
0,N,A030800,,Email
0,N,A030801,,SMS
0,Y,A030802,,Phone Call
0,N,A030803,,Email
0,N,A030804,,SMS
0,N,A030805,,Phone Call
1,Y,A030806,154533,Phone Call
0,N,A030807,,Email
0,N,A030808,,Phone Call
0,N,A030809,,SMS
0,N,A030810,,Email
0,N,A030811,,Email
0,N,A030812,,Email
0,N,A030813,,Email
0,N,A030814,,Email
0,N,A030815,,Phone Call
0,N,A030816,,SMS
0,N,A030817,,Phone Call
0,Y,A030818,,Email
0,N,A030819,,Phone Call
0,N,A030820,,SMS
0,N,A030821,,Email
0,Y,A030822,,Email
0,Y,A030823,,Email
0,N,A030824,,Phone Call
0,N,A030825,,Phone Call
0,Y,A030826,,Email
0,N,A030827,,Email
0,N,A030828,,SMS
0,N,A030829,,SMS
0,N,A030830,,Email
0,Y,A030831,,Email
0,N,A030832,,Phone Call
0,N,A030833,,Email
0,N,A030834,,Email
0,N,A030835,,SMS
0,N,A030836,,Phone Call
0,Y,A030837,,SMS
0,N,A030838,,Email
0,Y,A030839,,Phone Call
0,N,A030840,,Email
0,N,A030841,,Phone Call
0,Y,A030842,,Phone Call
0,Y,A030843,,Phone Call
0,Y,A030844,,Email
0,N,A030845,,SMS
0,N,A030846,,Phone Call
0,Y,A030847,,Phone Call
0,N,A030848,,Phone Call
0,Y,A030849,,Phone Call
0,Y,A030850,,SMS
0,N,A030851,,SMS
0,Y,A030852,,SMS
0,N,A030853,,Email
0,Y,A030854,,Phone Call
0,N,A030855,,Phone Call
0,N,A030856,,Email
0,N,A030857,,SMS
0,Y,A030858,,SMS
0,N,A030859,,SMS
0,N,A030860,,Email
0,Y,A030861,,Email
0,Y,A030862,,Phone Call
0,N,A030863,,Phone Call
0,N,A030864,,SMS
0,Y,A030865,,Email
0,Y,A030866,,Phone Call
0,N,A030867,,SMS
0,Y,A030868,,Email
0,N,A030869,,Phone Call
0,N,A030870,,Email
0,N,A030871,,Email
0,Y,A030872,,SMS
0,N,A030873,,Email
0,N,A030874,,Email
0,N,A030875,,Email
0,Y,A030876,,Phone Call
0,N,A030877,,SMS
0,Y,A030878,,Phone Call
0,Y,A030879,,Phone Call
0,N,A030880,,Email
0,N,A030881,,Email
0,N,A030882,,Phone Call
0,Y,A030883,,SMS
0,Y,A030884,,SMS
0,Y,A030885,,SMS
0,N,A030886,,Email
0,Y,A030887,,Phone Call
0,N,A030888,,Phone Call
0,Y,A030889,,Email
0,N,A030890,,Phone Call
0,Y,A030891,,Email
0,N,A030892,,Email
0,N,A030893,,SMS
0,N,A030894,,SMS
0,N,A030895,,Email
0,N,A030896,,Email
0,N,A030897,,Phone Call
0,N,A030898,,SMS
0,Y,A030899,,Email
0,Y,A030900,,Email
0,N,A030901,,Phone Call
0,N,A030902,,Email
0,N,A030903,,Email
0,N,A030904,,Phone Call
0,Y,A030905,,Email
0,N,A030906,,Phone Call
0,Y,A030907,,SMS
0,Y,A030908,,Email
0,N,A030909,,SMS
0,N,A030910,,Phone Call
0,Y,A030911,,Phone Call
0,N,A030912,,Phone Call
0,Y,A030913,,Phone Call
0,Y,A030914,,Phone Call
0,N,A030915,,SMS
0,N,A030916,,SMS
0,N,A030917,,Phone Call
0,Y,A030918,,Email
0,Y,A030919,,Email
0,N,A030920,,SMS
0,Y,A030921,,Phone Call
0,N,A030922,,SMS
0,N,A030923,,Email
0,N,A030924,,SMS
0,N,A030925,,SMS
0,N,A030926,,Email
0,N,A030927,,SMS
0,N,A030928,,Email
0,Y,A030929,,Email
0,N,A030930,,Phone Call
0,N,A030931,,Phone Call
0,N,A030932,,Email
0,N,A030933,,SMS
0,N,A030934,,Phone Call
0,N,A030935,,Email
0,N,A030936,,Phone Call
0,Y,A030937,,Phone Call
0,N,A030938,,Phone Call
0,N,A030939,,Email
0,Y,A030940,,Email
0,N,A030941,,SMS
0,N,A030942,,Email
0,N,A030943,,Phone Call
0,N,A030944,,Phone Call
0,Y,A030945,,Email
0,Y,A030946,,SMS
0,N,A030947,,SMS
0,Y,A030948,,SMS
0,N,A030949,,Email
1,Y,A030950,181319,Phone Call
0,Y,A030951,,Email
0,N,A030952,,Phone Call
0,N,A030953,,Phone Call
0,N,A030954,,SMS
0,N,A030955,,SMS
0,N,A030956,,SMS
0,N,A030957,,Phone Call
0,Y,A030958,,SMS
0,N,A030959,,SMS
0,N,A030960,,Phone Call
0,Y,A030961,,Phone Call
0,Y,A030962,,Email
0,Y,A030963,,Email
0,Y,A030964,,SMS
0,N,A030965,,Email
0,Y,A030966,,Phone Call
0,N,A030967,,Email
0,N,A030968,,SMS
0,Y,A030969,,Phone Call
0,N,A030970,,Phone Call
0,Y,A030971,,Email
0,Y,A030972,,Phone Call
0,N,A030973,,Email
0,Y,A030974,,SMS
0,Y,A030975,,Email
0,N,A030976,,Email
0,N,A030977,,Phone Call
0,N,A030978,,Phone Call
0,N,A030979,,Phone Call
0,Y,A030980,,Email
0,Y,A030981,,Phone Call
0,N,A030982,,SMS
0,Y,A030983,,SMS
0,N,A030984,,Email
0,Y,A030985,,Phone Call
0,N,A030986,,Email
0,N,A030987,,SMS
0,N,A030988,,SMS
0,Y,A030989,,Phone Call
0,N,A030990,,Email
0,N,A030991,,Phone Call
0,N,A030992,,Phone Call
0,Y,A030993,,Phone Call
0,N,A030994,,Email
0,N,A030995,,Phone Call
0,Y,A030996,,Email
0,N,A030997,,SMS
0,N,A030998,,SMS
0,Y,A030999,,Phone Call
0,N,A031000,,SMS
0,N,A031001,,Email
0,Y,A031002,,Phone Call
0,N,A031003,,Email
0,Y,A031004,,Phone Call
0,N,A031005,,SMS
0,Y,A031006,,SMS
0,Y,A031007,,SMS
0,N,A031008,,Phone Call
0,Y,A031009,,SMS
0,N,A031010,,Phone Call
0,N,A031011,,Email
0,Y,A031012,,Phone Call
0,Y,A031013,,Phone Call
0,N,A031014,,Phone Call
0,N,A031015,,SMS
0,N,A031016,,Phone Call
0,N,A031017,,SMS
0,Y,A031018,,Email
0,N,A031019,,Email
0,N,A031020,,Phone Call
0,N,A031021,,SMS
0,Y,A031022,,Email
0,N,A031023,,SMS
0,N,A031024,,SMS
0,N,A031025,,Email
0,N,A031026,,Phone Call
0,Y,A031027,,SMS
0,Y,A031028,,SMS
0,N,A031029,,Email
0,Y,A031030,,Email
0,N,A031031,,Email
0,N,A031032,,SMS
0,Y,A031033,,SMS
0,Y,A031034,,Phone Call
0,N,A031035,,SMS
0,N,A031036,,Email
0,N,A031037,,Email
0,N,A031038,,Email
0,Y,A031039,,SMS
0,N,A031040,,Email
0,N,A031041,,Phone Call
0,N,A031042,,Phone Call
0,Y,A031043,,SMS
0,N,A031044,,SMS
0,N,A031045,,Email
0,N,A031046,,Phone Call
0,Y,A031047,,SMS
0,Y,A031048,,SMS
0,N,A031049,,SMS
0,N,A031050,,SMS
0,N,A031051,,Email
0,N,A031052,,Email
0,Y,A031053,,Email
0,N,A031054,,Phone Call
0,Y,A031055,,SMS
1,N,A031056,163509,Email
0,N,A031057,,Email
0,N,A031058,,Phone Call
0,N,A031059,,Phone Call
0,N,A031060,,Phone Call
0,N,A031061,,SMS
0,Y,A031062,,Email
0,N,A031063,,Phone Call
0,Y,A031064,,SMS
0,N,A031065,,Email
0,N,A031066,,SMS
0,N,A031067,,Email
0,N,A031068,,Phone Call
0,N,A031069,,SMS
0,Y,A031070,,SMS
0,N,A031071,,Email
0,N,A031072,,SMS
0,Y,A031073,,Phone Call
0,Y,A031074,,SMS
0,N,A031075,,SMS
0,N,A031076,,SMS
0,Y,A031077,,Email
0,N,A031078,,SMS
0,Y,A031079,,Email
0,N,A031080,,Phone Call
0,N,A031081,,SMS
0,Y,A031082,,Phone Call
0,N,A031083,,SMS
0,Y,A031084,,SMS
0,N,A031085,,Phone Call
0,Y,A031086,,SMS
0,N,A031087,,SMS
0,Y,A031088,,SMS
1,Y,A031089,163330,Email
0,Y,A031090,,SMS
0,N,A031091,,Email
1,Y,A031092,150871,SMS
0,N,A031093,,Email
0,N,A031094,,Email
0,N,A031095,,Email
0,N,A031096,,Phone Call
0,N,A031097,,Email
0,N,A031098,,Phone Call
0,Y,A031099,,SMS
0,N,A031100,,Email
0,N,A031101,,SMS
0,N,A031102,,Email
0,Y,A031103,,Phone Call
0,N,A031104,,Phone Call
1,N,A031105,226073,Phone Call
0,N,A031106,,Phone Call
0,N,A031107,,Phone Call
0,Y,A031108,,Phone Call
0,N,A031109,,Email
0,N,A031110,,Email
0,Y,A031111,,Phone Call
0,N,A031112,,SMS
0,Y,A031113,,SMS
0,N,A031114,,Email
0,N,A031115,,Phone Call
0,Y,A031116,,Email
0,N,A031117,,Email
0,N,A031118,,Phone Call
0,N,A031119,,Email
0,N,A031120,,Email
0,N,A031121,,SMS
0,N,A031122,,Email
0,N,A031123,,Email
0,Y,A031124,,Phone Call
0,Y,A031125,,Phone Call
0,N,A031126,,SMS
0,N,A031127,,SMS
0,N,A031128,,Phone Call
0,N,A031129,,SMS
0,N,A031130,,SMS
0,Y,A031131,,Email
0,N,A031132,,Email
0,Y,A031133,,SMS
0,N,A031134,,Phone Call
1,Y,A031135,165508,Phone Call
0,N,A031136,,Email
0,N,A031137,,Phone Call
0,N,A031138,,SMS
0,N,A031139,,Phone Call
0,N,A031140,,SMS
0,Y,A031141,,Email
0,Y,A031142,,Phone Call
1,Y,A031143,224282,SMS
0,N,A031144,,Email
0,N,A031145,,Email
0,Y,A031146,,Email
1,Y,A031147,156844,Email
0,N,A031148,,Phone Call
0,N,A031149,,SMS
0,N,A031150,,SMS
0,Y,A031151,,Phone Call
0,N,A031152,,Email
0,N,A031153,,SMS
0,Y,A031154,,Email
0,Y,A031155,,SMS
0,N,A031156,,Email
0,Y,A031157,,Email
0,Y,A031158,,Phone Call
0,Y,A031159,,Phone Call
1,N,A031160,215044,SMS
0,Y,A031161,,Email
0,N,A031162,,Email
0,N,A031163,,Phone Call
0,N,A031164,,SMS
0,N,A031165,,Email
0,N,A031166,,SMS
0,N,A031167,,Email
0,N,A031168,,Phone Call
0,N,A031169,,SMS
0,N,A031170,,Email
0,Y,A031171,,Email
0,N,A031172,,Email
0,Y,A031173,,Email
0,N,A031174,,SMS
0,N,A031175,,Phone Call
0,Y,A031176,,Phone Call
0,N,A031177,,SMS
0,N,A031178,,SMS
0,Y,A031179,,Phone Call
0,N,A031180,,Phone Call
0,Y,A031181,,Email
0,N,A031182,,Email
0,N,A031183,,Email
0,N,A031184,,Email
0,N,A031185,,Email
0,Y,A031186,,Phone Call
0,Y,A031187,,SMS
0,N,A031188,,Phone Call
0,N,A031189,,SMS
0,Y,A031190,,Phone Call
0,N,A031191,,Phone Call
0,N,A031192,,Phone Call
0,Y,A031193,,SMS
1,N,A031194,234517,Email
0,N,A031195,,SMS
0,N,A031196,,Email
0,N,A031197,,Phone Call
0,N,A031198,,SMS
0,N,A031199,,Email
0,N,A031200,,Email
0,N,A031201,,Phone Call
0,Y,A031202,,SMS
0,N,A031203,,Email
0,N,A031204,,Email
0,N,A031205,,Phone Call
0,N,A031206,,SMS
0,N,A031207,,Phone Call
0,N,A031208,,SMS
0,Y,A031209,,Phone Call
0,N,A031210,,SMS
0,N,A031211,,SMS
0,Y,A031212,,Phone Call
0,N,A031213,,Phone Call
0,N,A031214,,Phone Call
0,Y,A031215,,Phone Call
0,N,A031216,,SMS
0,N,A031217,,Phone Call
0,N,A031218,,Email
0,Y,A031219,,Phone Call
0,N,A031220,,SMS
0,N,A031221,,Email
0,N,A031222,,SMS
0,N,A031223,,SMS
1,Y,A031224,219760,Email
0,Y,A031225,,Email
0,Y,A031226,,Email
0,N,A031227,,Email
0,N,A031228,,Email
0,N,A031229,,Email
0,N,A031230,,SMS
0,N,A031231,,Phone Call
0,N,A031232,,SMS
0,N,A031233,,SMS
0,N,A031234,,Email
0,N,A031235,,SMS
0,N,A031236,,Phone Call
0,Y,A031237,,Email
0,N,A031238,,Phone Call
0,N,A031239,,Email
0,Y,A031240,,SMS
0,N,A031241,,Email
0,N,A031242,,Email
0,N,A031243,,Phone Call
0,N,A031244,,Phone Call
0,Y,A031245,,Email
0,Y,A031246,,Email
0,Y,A031247,,Email
0,N,A031248,,SMS
0,N,A031249,,SMS
0,N,A031250,,SMS
0,Y,A031251,,Email
0,Y,A031252,,Email
0,Y,A031253,,Email
0,Y,A031254,,SMS
0,N,A031255,,SMS
0,Y,A031256,,Phone Call
0,Y,A031257,,Phone Call
0,Y,A031258,,Email
0,N,A031259,,Email
0,N,A031260,,Email
0,N,A031261,,SMS
0,N,A031262,,Phone Call
0,N,A031263,,Phone Call
0,Y,A031264,,Email
0,Y,A031265,,SMS
0,N,A031266,,SMS
0,N,A031267,,Phone Call
0,N,A031268,,Email
0,N,A031269,,Phone Call
0,N,A031270,,Email
0,N,A031271,,SMS
0,Y,A031272,,Phone Call
0,N,A031273,,SMS
0,Y,A031274,,SMS
0,N,A031275,,SMS
0,Y,A031276,,Email
0,N,A031277,,Phone Call
0,N,A031278,,SMS
0,Y,A031279,,Phone Call
0,N,A031280,,Email
0,Y,A031281,,Email
0,N,A031282,,Phone Call
0,N,A031283,,Email
0,Y,A031284,,Phone Call
0,Y,A031285,,Email
0,Y,A031286,,SMS
0,N,A031287,,Phone Call
0,N,A031288,,SMS
0,N,A031289,,Phone Call
0,N,A031290,,Phone Call
0,Y,A031291,,Email
0,N,A031292,,SMS
0,N,A031293,,Email
0,N,A031294,,Email
0,N,A031295,,Email
1,N,A031296,140595,Email
0,N,A031297,,Phone Call
0,Y,A031298,,Email
0,Y,A031299,,Email
0,Y,A031300,,Phone Call
0,N,A031301,,Email
0,N,A031302,,Phone Call
0,Y,A031303,,Email
0,N,A031304,,Email
0,N,A031305,,SMS
0,N,A031306,,Email
0,N,A031307,,Email
0,N,A031308,,SMS
0,Y,A031309,,SMS
0,Y,A031310,,Email
0,N,A031311,,Phone Call
0,N,A031312,,Email
0,N,A031313,,Email
0,N,A031314,,SMS
0,Y,A031315,,SMS
0,N,A031316,,Email
0,Y,A031317,,Email
0,Y,A031318,,SMS
0,N,A031319,,Email
0,N,A031320,,Email
0,N,A031321,,Email
0,N,A031322,,Email
0,N,A031323,,Email
1,Y,A031324,148223,Phone Call
0,Y,A031325,,Email
0,N,A031326,,Email
0,Y,A031327,,Phone Call
0,N,A031328,,Email
0,N,A031329,,Email
0,N,A031330,,Phone Call
0,N,A031331,,Email
0,N,A031332,,Email
0,N,A031333,,Email
0,N,A031334,,SMS
0,Y,A031335,,Email
0,Y,A031336,,SMS
0,Y,A031337,,SMS
0,N,A031338,,SMS
0,Y,A031339,,Email
0,Y,A031340,,Phone Call
0,N,A031341,,Phone Call
0,N,A031342,,Phone Call
0,N,A031343,,Email
0,N,A031344,,SMS
0,Y,A031345,,Email
0,Y,A031346,,SMS
0,N,A031347,,Email
0,Y,A031348,,Phone Call
0,Y,A031349,,Phone Call
0,N,A031350,,Email
0,Y,A031351,,Email
0,N,A031352,,SMS
0,N,A031353,,SMS
0,Y,A031354,,Phone Call
0,N,A031355,,Email
0,Y,A031356,,SMS
0,Y,A031357,,SMS
0,Y,A031358,,Phone Call
0,Y,A031359,,SMS
0,Y,A031360,,Email
0,Y,A031361,,Phone Call
0,N,A031362,,SMS
0,N,A031363,,SMS
0,N,A031364,,Email
1,Y,A031365,154825,SMS
0,Y,A031366,,Email
0,N,A031367,,Email
0,N,A031368,,Email
0,Y,A031369,,Email
0,N,A031370,,Email
0,N,A031371,,Phone Call
0,Y,A031372,,SMS
0,N,A031373,,Email
0,N,A031374,,SMS
0,N,A031375,,Email
0,Y,A031376,,SMS
0,Y,A031377,,Email
0,N,A031378,,Email
0,N,A031379,,SMS
0,Y,A031380,,Email
0,Y,A031381,,SMS
0,N,A031382,,Email
0,N,A031383,,Phone Call
1,Y,A031384,164465,Phone Call
0,Y,A031385,,Phone Call
0,Y,A031386,,SMS
0,N,A031387,,Phone Call
0,Y,A031388,,SMS
0,N,A031389,,Phone Call
0,N,A031390,,Email
0,Y,A031391,,Phone Call
1,N,A031392,224527,SMS
0,N,A031393,,Email
0,N,A031394,,Email
0,Y,A031395,,SMS
0,Y,A031396,,SMS
0,N,A031397,,SMS
0,Y,A031398,,Email
0,Y,A031399,,SMS
0,N,A031400,,Email
0,N,A031401,,Phone Call
0,N,A031402,,Phone Call
0,N,A031403,,Email
0,N,A031404,,Email
0,N,A031405,,Email
0,N,A031406,,SMS
0,Y,A031407,,Email
0,Y,A031408,,SMS
0,Y,A031409,,Email
0,Y,A031410,,SMS
0,N,A031411,,SMS
0,N,A031412,,SMS
0,Y,A031413,,Email
0,N,A031414,,Phone Call
0,N,A031415,,Phone Call
1,Y,A031416,168374,SMS
0,N,A031417,,SMS
0,N,A031418,,Email
0,Y,A031419,,Email
0,N,A031420,,SMS
0,N,A031421,,Email
1,Y,A031422,195115,Phone Call
0,N,A031423,,Phone Call
0,N,A031424,,SMS
0,Y,A031425,,Email
0,Y,A031426,,Email
0,Y,A031427,,Phone Call
0,Y,A031428,,Email
0,N,A031429,,SMS
0,N,A031430,,Phone Call
0,Y,A031431,,Phone Call
1,Y,A031432,176404,Email
0,N,A031433,,Phone Call
0,N,A031434,,Phone Call
0,Y,A031435,,Phone Call
0,N,A031436,,SMS
0,Y,A031437,,Email
0,N,A031438,,Phone Call
0,N,A031439,,Email
0,N,A031440,,Phone Call
0,N,A031441,,Phone Call
0,N,A031442,,SMS
0,Y,A031443,,Email
0,N,A031444,,SMS
0,N,A031445,,SMS
0,N,A031446,,Phone Call
0,Y,A031447,,SMS
0,N,A031448,,SMS
0,N,A031449,,SMS
0,N,A031450,,Email
0,N,A031451,,SMS
1,Y,A031452,178076,Phone Call
0,Y,A031453,,Email
0,Y,A031454,,SMS
0,N,A031455,,Phone Call
0,N,A031456,,Email
0,Y,A031457,,Email
0,N,A031458,,Phone Call
0,Y,A031459,,SMS
0,Y,A031460,,SMS
0,N,A031461,,SMS
0,Y,A031462,,Phone Call
0,Y,A031463,,Email
0,N,A031464,,SMS
0,N,A031465,,SMS
0,Y,A031466,,SMS
0,N,A031467,,SMS
0,N,A031468,,Email
0,N,A031469,,Phone Call
0,Y,A031470,,Email
0,N,A031471,,SMS
0,Y,A031472,,Email
0,N,A031473,,Phone Call
0,Y,A031474,,Phone Call
0,N,A031475,,SMS
0,N,A031476,,Phone Call
0,N,A031477,,SMS
0,N,A031478,,Phone Call
0,Y,A031479,,SMS
1,Y,A031480,230343,Phone Call
0,N,A031481,,Email
0,N,A031482,,Email
0,N,A031483,,Phone Call
0,N,A031484,,SMS
0,N,A031485,,Email
0,N,A031486,,Email
0,N,A031487,,SMS
0,Y,A031488,,Email
0,N,A031489,,SMS
0,Y,A031490,,SMS
0,N,A031491,,Phone Call
0,N,A031492,,Email
0,Y,A031493,,SMS
0,N,A031494,,SMS
0,N,A031495,,Email
0,Y,A031496,,SMS
0,N,A031497,,SMS
0,N,A031498,,Email
0,N,A031499,,Phone Call
0,Y,A031500,,Email
0,Y,A031501,,Phone Call
0,N,A031502,,SMS
0,N,A031503,,Email
0,Y,A031504,,Email
0,N,A031505,,Phone Call
0,Y,A031506,,Phone Call
0,N,A031507,,SMS
0,N,A031508,,Email
0,N,A031509,,Email
0,N,A031510,,Email
0,N,A031511,,Email
0,Y,A031512,,Email
0,N,A031513,,Phone Call
0,N,A031514,,SMS
0,N,A031515,,SMS
0,N,A031516,,Email
0,N,A031517,,Email
0,Y,A031518,,Email
0,N,A031519,,Email
0,N,A031520,,Phone Call
0,Y,A031521,,Phone Call
0,N,A031522,,Email
0,N,A031523,,Email
0,N,A031524,,Email
0,Y,A031525,,SMS
0,Y,A031526,,SMS
0,Y,A031527,,SMS
0,N,A031528,,Email
0,N,A031529,,SMS
0,Y,A031530,,SMS
0,Y,A031531,,Phone Call
0,N,A031532,,Email
0,N,A031533,,SMS
0,Y,A031534,,SMS
0,N,A031535,,Email
0,N,A031536,,Email
0,N,A031537,,SMS
0,Y,A031538,,Email
0,Y,A031539,,Email
0,N,A031540,,Phone Call
0,Y,A031541,,SMS
0,N,A031542,,SMS
0,N,A031543,,SMS
0,N,A031544,,Email
0,N,A031545,,Phone Call
0,N,A031546,,Phone Call
1,Y,A031547,150984,Phone Call
0,N,A031548,,Email
0,N,A031549,,Phone Call
0,N,A031550,,Email
0,N,A031551,,SMS
0,N,A031552,,Phone Call
0,Y,A031553,,SMS
1,N,A031554,169389,Phone Call
0,Y,A031555,,Phone Call
0,N,A031556,,Phone Call
0,Y,A031557,,Phone Call
